tweet,sentiment
#السينما_في_السعودية السينما وسيلة من وسائل الحضاري والثقافي: السينما تمثل جسور لقاء بين الشعوب بعضها البعض يعتبرها البعض ركنا اساسياً من الحضارة والفكر ولها دور مهم في عكس روح العصر وادانة التخلف وفتح عيون المشاهد ليرى في الصورة المرئية واقعه وظروفه وحقيقته,1
#السينما_في_السعودية الكل مؤيد لاحد يتفلسف عشان اهداف تويترية,1
#السينما_في_السعودية الله تحمست أخذ اخواني الصغار ونروح نتفرج أفلام ديزني 👏🏻🖤🖤🖤,1
#السينما_في_السعودية الوعي بأنها صناعة متكاملة هو كل ما يلزم للاستفادة منها وبمنع ما يسمى بالافلام العربية تصبح فعالية تعليمية ثقافية اجتماعية مفيدة https://t.co/eZ7HXrRrdJ,1
#السينما_في_السعودية ان استخدمت بالخير نفعت المجتمع وان استخدمت بالحرام ضرت ودمرت المجتمع ولا ننسى اول ما ظهر المذياع في القصيم كيف حورب فهي اداة مثلها مثل اَي اداة نسأل ان يوفق ولاة الامر لتوجيهها لنفع البلاد والعباد,1
#السينما_في_السعودية انا مش من هواة دخول السينما الا ماندر يمكن مرة او ثنتين بحياتي الي رحت سينما لكن اتمنى الافلام تكون منافستها عالية ومايروح ثلاث ارباع الفيلم تقطيع😂,1
#السينما_في_السعودية اهم شي اخذ فشال واكل في السيمنا زي الافلام😂,0.6666666667
#السينما_في_السعودية اهم شيء لايبالغون بسعر التذكرة !,0.6666666667
#السينما_في_السعودية بعد ما نزل قرار السماح بصالات السينما في السعودية فجاءة ماعاد في معارضين الكل بيروح السينما 🤣🤣 سبحان الله,1
#السينما_في_السعودية تعود للحياه https://t.co/Wd3kFd2LpH,0.6666666667
#السينما_في_السعودية حجزت تذكرتين، مين يجي معاي؟ https://t.co/8T5kaBtzxD,0.6666666667
#السينما_في_السعودية سيقدم هذا القطاع صورةّ حضاريةّ للمملكة بتقديمها أرقى الفنون على هذه الشاشة وستكون رائدة في تقديم صورةّ حضارية لتقدم الوطن والمواطن,1
#السينما_في_السعودية شي جميل وخطوة مباركة,1
#السينما_في_السعودية شي رائع جدا  ياحبيبي,1
#السينما_في_السعودية عاد مو بس بالرياض وجده تفتحون💔,1
#السينما_في_السعودية عطنا فيلم روماانصصي اولاه,0.3333333333
#السينما_في_السعودية فرصة للممانعين لها بالاستثمار فيها مثل بعض القنوات الفضائية. سترى اسم سينما الصحراء الإسلامية وغيرها,1
#السينما_في_السعودية فعلاً لو نستخدم السينما بطريقة تدعم ديننا ونشر تاريخنا العربي وثقافتنا ونزاحم الافلام المبتذله والقصص المتكرره الغربيه بقصص كاقصص فتوحات المسلمين كفلم الرساله وصلاح الدين الايوبي اللي انتشر عالمياًاوعن سيرة الملك عبدالعزيزالله يرحمه اوعن العلماء العرب 👍🏻 https://t.co/Rf6WsvJRrw,1
#السينما_في_السعودية كل المسائل تراها زي تعليم البنات في بداياته مخاوف ليس لها وجود تمشي بنا الدولة الى الوسطية وهي الراعية للقيم والاخلاق والحياة ليست فقط سينما دينية الشعب يحتاج سينمات اخرى ككوميدية وتجارية وسياحية ووطنية فامامنا اجيال ومواليد جديدة تحتاج منتج وطني ومحلي,1
#السينما_في_السعودية لا مشكله فيها ليس فيها أي ضرر فهي للترفيه وستكون تحت نضام محدد,1
#السينما_في_السعودية لا يعترض عليها الا منافق او جاهل,1
#السينما_في_السعودية لامانع من وجود السينما ولكن بشروط الايتعدى فيها حدود الله كا الاختلاط وعرض افلام او غيرها مسيئة لقيمنا وعاداتنا,1
#السينما_في_السعودية ممكن تعجلون نبغى نتفرج على ستار وارز!!!,0.6666666667
#السينما_في_السعودية من أفضل القرارات في الآونة الأخيرة.. الشعب السعودي يستحق ان يترفه في داخل وطنه،والوطن اولى بأموالنا,1
#السينما_في_السعودية من أفضل القرارات في الآونة الأخيرة.. الشعب السعودي يستحق ان يترفه في داخل وطنه،والوطن اولى بأموالنا..ولاحاجة للسفر بعد اليوم ستكون السياحة في السعودية الأقوى عالميا..,1
#السينما_في_السعودية من أفضل القرارات في الآونة الأخيرة.. الشعب السعودي يستحق ان يترفه في داخل وطنه،والوطن اولى بأموالنا..ولاحاجة للسفر بعد اليوم ستكون السياحة في السعودية الأقوى عالميا..,1
#السينما_في_السعودية من الناحية الاقتصادية...جيد جداً فلوس تروح برا بالمليارات بلادك الاولى. من الناحية الشرعية لاتعليق.,0
#السينما_في_السعودية نحتاج افلام تبرز دور السعودي في حرب فلسطين وغيرها .. الامريكان والاتراك ماهم احسن منا ..,1
#السينما_في_السعودية نستلهم منها امجادنا ونظهر تراثنا وعقيدتنا كما تفعل هوليود في افلامها تظهر عليها الصبغة الوطنية واظهار المواطن الغربي بانه في العلالي  @SaudiCinema  يجيب تثقيف وتمهيد الاحترافية في جيل الاعلام المرئي والمسموع,1
#السينما_في_السعودية ننتظر  منها رؤية واعية لتقديم ما يسهم في تقديم التسلية والترفيه المفيد  للمجتمع  مثلما هي أداة تعبير ونشر الأفكار  الجيدة   وليست لإستهلاك الوقت  كيفما اتفق   #السعوديه_اليوم  #حساب_المواطن,1
#السينما_في_السعودية و قريباً المسارح 😂😁 https://t.co/bDXLto7bgM,0.3333333333
"#السينما_في_السعودية واخيرا.. السينما ستكون أحد أهم وأكبر مصادر الترفيه ""وفق ضوابط"" وأيضا ستخلق ألاف الفرص الوظيفية للشباب..خطوة رائعة.",1
